GBD Cause,Parameter,Region,Country ISO3 Code,Sex,Year Start,Year End,Age Start,Age End,Parameter Value,Standard Error,Units,,authors,casedef,citation,country,country2,ct,dataend,datastart,dateabs,design,effective_sample_size,ignore,lab,ldi_id,ldi_id_updated_7july2011,oldestage,otherdef,overallseroprevalence,pmid,popdescription,poptype,se,sero,seroage_start,seron,seroncases_calculated,serontot,serototal,title,ve,youngestage
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,10,14,0.917,-99,1,,"Nardone, A.
de Ory, F.
Carton, M., et al.",Lab or Epidemiological,"Nardone, A., F. de Ory, et al. (2007). ""The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region."" Vaccine 25(45): 7866-72.",Spain,,FALSE,12/31/1996,01/01/1996,7/08/2008,Cross Sectional,484,,,0.67098176,0.510696273,40,,,17919788,random sample of the general population,Other,,91.70%,10-14 yrs,484,443.828,"3,032",,The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,10,14,0.918,-99,1,,"Salleras, L.
Dominguez, A.
Vidal, J.
Plans, P.
Salleras, M.
Taberner, J. L.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2000). ""Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes."" Vaccine 19(2-3): 183-8.",Spain,,FALSE,12/31/1996,01/01/1996,6/08/2008,Cross Sectional,622,,,0.67098176,0.510696273,,ELISA,96.50%,10930671,"representative sample of adults residing in the 97 municipal areas of Catalonia (including urban and rural) and of schoolchildren between the ages of 6 and 7, 10 and 11, and 13 and 14 years of age",Other,,91.80%,10-14 yrs,622,570.996,"2,136",,Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes,FALSE,
Varicella,prevalence data,"Europe, Western",ESP,all,1999,2000,16,20,0.925,-99,1,,"de Ory, F.
Ramirez, R.
Garcia Comas, L.
Leon, P.
Sagues, M. J.
Sanz, J. C.",Laboratory Confirmed,"de Ory, F., R. Ramirez, et al. (2004). ""Is there a change in cytomegalovirus seroepidemiology in Spain?"" Eur J Epidemiol 19(1): 85-9.",Spain,,FALSE,05/31/2000,09/01/1999,4/08/2008,Cross Sectional,164,,,0.799657441,0.61471491,40,ELISA,86.5%,15012028,random sample of women stratified by health area and substratified by residence and age from the Autonomous Region of Madrid in Spain who attended primary health care centers during the study period and submitted blood for laboratory testing,Urban,,92.50%,16-20 yrs,164,151.7,,,Is there a change in cytomegalovirus seroepidemiology in Spain?,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,4,4,0.925,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,92.50%,4 yrs,40,37,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,20,29,0.931,-99,1,,"Nardone, A.
de Ory, F.
Carton, M., et al.",Lab or Epidemiological,"Nardone, A., F. de Ory, et al. (2007). ""The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region."" Vaccine 25(45): 7866-72.",Spain,,FALSE,12/31/1996,01/01/1996,7/08/2008,Cross Sectional,1106,,,0.67098176,0.510696273,40,,,17919788,random sample of the general population,Other,,93.10%,20-29 yrs,1106,1029.686,"3,032",,The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,2002,2002,25,34,0.932,-99,1,,"Salleras, L.
Dominguez, A.
Plans, P., et al.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2007). ""Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain)."" Med Microbiol Immunol.",Spain,,FALSE,2002,2002,6/08/2008,Cross Sectional,222,,,0.921044994,0.707893314,,ELISA,95.50%,18004592,"children attending randomly selected Catalan schools (6-7, 10-11, and 13-14 yrs) and a representative sample of registered voters from a random sample of municipalities in Catalonia (both urban & rural), all of whom underwent the informed consent process",Other,,93.20%,25-34 yrs,222,206.904,"2,619",,Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain),FALSE,6 yrs
Varicella,prevalence data,"Europe, Western",ESP,all,1993,1994,16,20,0.933,-99,1,,"de Ory, F.
Ramirez, R.
Garcia Comas, L.
Leon, P.
Sagues, M. J.
Sanz, J. C.",Laboratory Confirmed,"de Ory, F., R. Ramirez, et al. (2004). ""Is there a change in cytomegalovirus seroepidemiology in Spain?"" Eur J Epidemiol 19(1): 85-9.",Spain,,FALSE,02/28/1994,10/1/1993,4/08/2008,Cross Sectional,164,,,0.605685575,0.457699811,40,ELISA,89.4%,15012028,random sample of women stratified by health area and substratified by residence and age from the Autonomous Region of Madrid in Spain who attended primary health care centers during the study period and submitted blood for laboratory testing,Urban,,93.30%,16-20 yrs,164,153.012,,,Is there a change in cytomegalovirus seroepidemiology in Spain?,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,25,34,0.935,-99,1,,"Salleras, L.
Dominguez, A.
Vidal, J.
Plans, P.
Salleras, M.
Taberner, J. L.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2000). ""Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes."" Vaccine 19(2-3): 183-8.",Spain,,FALSE,12/31/1996,01/01/1996,6/08/2008,Cross Sectional,216,,,0.67098176,0.510696273,,ELISA,96.50%,10930671,"representative sample of adults residing in the 97 municipal areas of Catalonia (including urban and rural) and of schoolchildren between the ages of 6 and 7, 10 and 11, and 13 and 14 years of age",Other,,93.50%,25-34 yrs,216,201.96,"2,136",,Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes,FALSE,
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,15,19,0.938,-99,1,,"Nardone, A.
de Ory, F.
Carton, M., et al.",Lab or Epidemiological,"Nardone, A., F. de Ory, et al. (2007). ""The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region."" Vaccine 25(45): 7866-72.",Spain,,FALSE,12/31/1996,01/01/1996,7/08/2008,Cross Sectional,535,,,0.67098176,0.510696273,40,,,17919788,random sample of the general population,Other,,93.80%,15-19 yrs,535,501.83,"3,032",,The comparative sero-epidemiology of varicella zoster virus in 11 countries in the European region,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,15,24,0.94,-99,1,,"Salleras, L.
Dominguez, A.
Vidal, J.
Plans, P.
Salleras, M.
Taberner, J. L.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2000). ""Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes."" Vaccine 19(2-3): 183-8.",Spain,,FALSE,12/31/1996,01/01/1996,6/08/2008,Cross Sectional,117,,,0.67098176,0.510696273,,ELISA,96.50%,10930671,"representative sample of adults residing in the 97 municipal areas of Catalonia (including urban and rural) and of schoolchildren between the ages of 6 and 7, 10 and 11, and 13 and 14 years of age",Other,,94.00%,15-24 yrs,117,109.98,"2,136",,Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes,FALSE,
Varicella,prevalence data,"Europe, Western",ESP,all,2002,2002,15,24,0.949,-99,1,,"Salleras, L.
Dominguez, A.
Plans, P., et al.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2007). ""Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain)."" Med Microbiol Immunol.",Spain,,FALSE,2002,2002,6/08/2008,Cross Sectional,136,,,0.921044994,0.707893314,,ELISA,95.50%,18004592,"children attending randomly selected Catalan schools (6-7, 10-11, and 13-14 yrs) and a representative sample of registered voters from a random sample of municipalities in Catalonia (both urban & rural), all of whom underwent the informed consent process",Other,,94.90%,15-24 yrs,136,129.064,"2,619",,Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain),FALSE,6 yrs
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,14,14,0.95,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,95%,14 yrs,40,38,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1993,1994,21,30,0.951,-99,1,,"de Ory, F.
Ramirez, R.
Garcia Comas, L.
Leon, P.
Sagues, M. J.
Sanz, J. C.",Laboratory Confirmed,"de Ory, F., R. Ramirez, et al. (2004). ""Is there a change in cytomegalovirus seroepidemiology in Spain?"" Eur J Epidemiol 19(1): 85-9.",Spain,,FALSE,02/28/1994,10/1/1993,4/08/2008,Cross Sectional,245,,,0.605685575,0.457699811,40,ELISA,89.4%,15012028,random sample of women stratified by health area and substratified by residence and age from the Autonomous Region of Madrid in Spain who attended primary health care centers during the study period and submitted blood for laboratory testing,Urban,,95.10%,21-30 yrs,245,232.995,,,Is there a change in cytomegalovirus seroepidemiology in Spain?,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,2002,2002,35,44,0.97,-99,1,,"Salleras, L.
Dominguez, A.
Plans, P., et al.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2007). ""Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain)."" Med Microbiol Immunol.",Spain,,FALSE,2002,2002,6/08/2008,Cross Sectional,267,,,0.921044994,0.707893314,,ELISA,95.50%,18004592,"children attending randomly selected Catalan schools (6-7, 10-11, and 13-14 yrs) and a representative sample of registered voters from a random sample of municipalities in Catalonia (both urban & rural), all of whom underwent the informed consent process",Other,,97%,35-44 yrs,267,258.99,"2,619",,Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain),FALSE,6 yrs
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,5,5,0.975,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,97.50%,5 yrs,40,39,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,6,6,0.975,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,97.50%,6 yrs,40,39,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,7,7,0.975,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,97.50%,7 yrs,40,39,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,12,12,0.975,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,97.50%,12 yrs,40,39,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,13,13,0.975,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,97.50%,13 yrs,40,39,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1999,2000,21,30,0.976,-99,1,,"de Ory, F.
Ramirez, R.
Garcia Comas, L.
Leon, P.
Sagues, M. J.
Sanz, J. C.",Laboratory Confirmed,"de Ory, F., R. Ramirez, et al. (2004). ""Is there a change in cytomegalovirus seroepidemiology in Spain?"" Eur J Epidemiol 19(1): 85-9.",Spain,,FALSE,05/31/2000,09/01/1999,4/08/2008,Cross Sectional,245,,,0.799657441,0.61471491,40,ELISA,86.5%,15012028,random sample of women stratified by health area and substratified by residence and age from the Autonomous Region of Madrid in Spain who attended primary health care centers during the study period and submitted blood for laboratory testing,Urban,,97.60%,21-30 yrs,245,239.12,,,Is there a change in cytomegalovirus seroepidemiology in Spain?,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,1993,1994,31,40,0.978,-99,1,,"de Ory, F.
Ramirez, R.
Garcia Comas, L.
Leon, P.
Sagues, M. J.
Sanz, J. C.",Laboratory Confirmed,"de Ory, F., R. Ramirez, et al. (2004). ""Is there a change in cytomegalovirus seroepidemiology in Spain?"" Eur J Epidemiol 19(1): 85-9.",Spain,,FALSE,02/28/1994,10/1/1993,4/08/2008,Cross Sectional,185,,,0.605685575,0.457699811,40,ELISA,89.4%,15012028,random sample of women stratified by health area and substratified by residence and age from the Autonomous Region of Madrid in Spain who attended primary health care centers during the study period and submitted blood for laboratory testing,Urban,,97.80%,31-40 yrs,185,180.93,,,Is there a change in cytomegalovirus seroepidemiology in Spain?,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,2002,2002,45,54,0.978,-99,1,,"Salleras, L.
Dominguez, A.
Plans, P., et al.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2007). ""Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain)."" Med Microbiol Immunol.",Spain,,FALSE,2002,2002,6/08/2008,Cross Sectional,276,,,0.921044994,0.707893314,,ELISA,95.50%,18004592,"children attending randomly selected Catalan schools (6-7, 10-11, and 13-14 yrs) and a representative sample of registered voters from a random sample of municipalities in Catalonia (both urban & rural), all of whom underwent the informed consent process",Other,,97.80%,45-54 yrs,276,269.928,"2,619",,Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain),FALSE,6 yrs
Varicella,prevalence data,"Europe, Western",ESP,all,1999,2000,31,40,0.98,-99,1,,"de Ory, F.
Ramirez, R.
Garcia Comas, L.
Leon, P.
Sagues, M. J.
Sanz, J. C.",Laboratory Confirmed,"de Ory, F., R. Ramirez, et al. (2004). ""Is there a change in cytomegalovirus seroepidemiology in Spain?"" Eur J Epidemiol 19(1): 85-9.",Spain,,FALSE,05/31/2000,09/01/1999,4/08/2008,Cross Sectional,185,,,0.799657441,0.61471491,40,ELISA,86.5%,15012028,random sample of women stratified by health area and substratified by residence and age from the Autonomous Region of Madrid in Spain who attended primary health care centers during the study period and submitted blood for laboratory testing,Urban,,98%,31-40 yrs,185,181.3,,,Is there a change in cytomegalovirus seroepidemiology in Spain?,FALSE,2
Varicella,prevalence data,"Europe, Western",ESP,all,2002,2002,55,64,0.982,-99,1,,"Salleras, L.
Dominguez, A.
Plans, P., et al.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2007). ""Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain)."" Med Microbiol Immunol.",Spain,,FALSE,2002,2002,6/08/2008,Cross Sectional,226,,,0.921044994,0.707893314,,ELISA,95.50%,18004592,"children attending randomly selected Catalan schools (6-7, 10-11, and 13-14 yrs) and a representative sample of registered voters from a random sample of municipalities in Catalonia (both urban & rural), all of whom underwent the informed consent process",Other,,98.20%,55-64 yrs,226,221.932,"2,619",,Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain),FALSE,6 yrs
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,45,54,0.991,-99,1,,"Salleras, L.
Dominguez, A.
Vidal, J.
Plans, P.
Salleras, M.
Taberner, J. L.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2000). ""Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes."" Vaccine 19(2-3): 183-8.",Spain,,FALSE,12/31/1996,01/01/1996,6/08/2008,Cross Sectional,220,,,0.67098176,0.510696273,,ELISA,96.50%,10930671,"representative sample of adults residing in the 97 municipal areas of Catalonia (including urban and rural) and of schoolchildren between the ages of 6 and 7, 10 and 11, and 13 and 14 years of age",Other,,99.10%,45-54 yrs,220,218.02,"2,136",,Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes,FALSE,
Varicella,prevalence data,"Europe, Western",ESP,all,2002,2002,65,74,0.994,-99,1,,"Salleras, L.
Dominguez, A.
Plans, P., et al.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2007). ""Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain)."" Med Microbiol Immunol.",Spain,,FALSE,2002,2002,6/08/2008,Cross Sectional,168,,,0.921044994,0.707893314,,ELISA,95.50%,18004592,"children attending randomly selected Catalan schools (6-7, 10-11, and 13-14 yrs) and a representative sample of registered voters from a random sample of municipalities in Catalonia (both urban & rural), all of whom underwent the informed consent process",Other,,99.40%,65+ yrs,168,166.992,"2,619",,Seroprevalence of varicella zoster virus infection in child and adult population of Catalonia (Spain),FALSE,6 yrs
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,35,44,0.995,-99,1,,"Salleras, L.
Dominguez, A.
Vidal, J.
Plans, P.
Salleras, M.
Taberner, J. L.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2000). ""Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes."" Vaccine 19(2-3): 183-8.",Spain,,FALSE,12/31/1996,01/01/1996,6/08/2008,Cross Sectional,221,,,0.67098176,0.510696273,,ELISA,96.50%,10930671,"representative sample of adults residing in the 97 municipal areas of Catalonia (including urban and rural) and of schoolchildren between the ages of 6 and 7, 10 and 11, and 13 and 14 years of age",Other,,99.50%,35-44 yrs,221,219.895,"2,136",,Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes,FALSE,
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,55,64,0.996,-99,1,,"Salleras, L.
Dominguez, A.
Vidal, J.
Plans, P.
Salleras, M.
Taberner, J. L.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2000). ""Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes."" Vaccine 19(2-3): 183-8.",Spain,,FALSE,12/31/1996,01/01/1996,6/08/2008,Cross Sectional,224,,,0.67098176,0.510696273,,ELISA,96.50%,10930671,"representative sample of adults residing in the 97 municipal areas of Catalonia (including urban and rural) and of schoolchildren between the ages of 6 and 7, 10 and 11, and 13 and 14 years of age",Other,,99.60%,55-64 yrs,224,223.104,"2,136",,Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes,FALSE,
Varicella,prevalence data,"Europe, Western",ESP,all,1996,1996,65,74,1,-99,1,,"Salleras, L.
Dominguez, A.
Vidal, J.
Plans, P.
Salleras, M.
Taberner, J. L.",Lab or Epidemiological,"Salleras, L., A. Dominguez, et al. (2000). ""Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes."" Vaccine 19(2-3): 183-8.",Spain,,FALSE,12/31/1996,01/01/1996,6/08/2008,Cross Sectional,255,,,0.67098176,0.510696273,,ELISA,96.50%,10930671,"representative sample of adults residing in the 97 municipal areas of Catalonia (including urban and rural) and of schoolchildren between the ages of 6 and 7, 10 and 11, and 13 and 14 years of age",Other,,100.00%,65+ yrs,255,255,"2,136",,Seroepidemiology of varicella-zoster virus infection in Catalonia (Spain). Rationale for universal vaccination programmes,FALSE,
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,8,8,1,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,100%,8 yrs,40,40,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,9,9,1,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,100%,9 yrs,40,40,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,10,10,1,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,100%,10 yrs,40,40,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1990,1990,11,11,1,-99,1,,"Gil Miguel, A.
Lasheras Lozano, M. L.
Jimenez Garcia, R.
Calle Puron, M. E.
Santos Santos, M.
Rey Calero, J.
Martin Hernandez, D.",Lab or Epidemiological,"Gil Miguel, A., M. L. Lasheras Lozano, et al. (1993). ""[The seroepidemiology of the varicella-zoster virus in children and adolescents]."" Aten Primaria 11(8): 416-8.",Spain,,FALSE,does not state,does not state,27/08/2008,Cross Sectional,40,,,0.491093247,0.366670467,15 yrs,PLATEST,96.50%,8388262,healthy children and adolescents attending public educational institutions in two districts of Madrid during the study period,Urban,,100%,11 yrs,40,40,560,,The seroepidemiology of the varicella-zoster virus in children and adolescents,FALSE,1 yr
Varicella,prevalence data,"Europe, Western",ESP,all,1986,1986,1,1,0.115384615,-99,1,,"Cilla Eguiluz, G.
Perez Trallero, E.
Garcia Arenzana, J. M.",Lab or Epidemiological,"Cilla Eguiluz, G., E. Perez Trallero, et al. (1987). ""Seroepidemiology of varicella in children from Spain."" J Infect Dis 156(5): 851.",Spain,,FALSE,12/31/1986,01/01/1986,5/08/2008,Cross Sectional,26,,,0.362094904,0.264171491,7,ELISA,250,2821130,children residing in the area of Guipuzcoa (Northern Spain) who sought care for  conditions of mild severity that were unrelated to exanthemous disease,Unknown,,3,1,26,,510,,Seroepidemiology of varicella in children from Spain,FALSE,1
Varicella,prevalence data,"Europe, Western",ESP,all,1986,1986,2,2,0.081081081,-99,1,,"Cilla Eguiluz, G.
Perez Trallero, E.
Garcia Arenzana, J. M.",Lab or Epidemiological,"Cilla Eguiluz, G., E. Perez Trallero, et al. (1987). ""Seroepidemiology of varicella in children from Spain."" J Infect Dis 156(5): 851.",Spain,,FALSE,12/31/1986,01/01/1986,5/08/2008,Cross Sectional,37,,,0.362094904,0.264171491,7,ELISA,250,2821130,children residing in the area of Guipuzcoa (Northern Spain) who sought care for  conditions of mild severity that were unrelated to exanthemous disease,Unknown,,3,2,37,,510,,Seroepidemiology of varicella in children from Spain,FALSE,1
Varicella,prevalence data,"Europe, Western",ESP,all,1986,1986,3,3,0.214285714,-99,1,,"Cilla Eguiluz, G.
Perez Trallero, E.
Garcia Arenzana, J. M.",Lab or Epidemiological,"Cilla Eguiluz, G., E. Perez Trallero, et al. (1987). ""Seroepidemiology of varicella in children from Spain."" J Infect Dis 156(5): 851.",Spain,,FALSE,12/31/1986,01/01/1986,5/08/2008,Cross Sectional,84,,,0.362094904,0.264171491,7,ELISA,250,2821130,children residing in the area of Guipuzcoa (Northern Spain) who sought care for  conditions of mild severity that were unrelated to exanthemous disease,Unknown,,18,3,84,,510,,Seroepidemiology of varicella in children from Spain,FALSE,1
